sale_id,product_id,product_name,quantity,price,sale_date,customer_id
S1789645659384_48542c,P005,USB-C Hub,1,19.99,2026-09-17,STRESS_24_0
S1789645661139_68ef22,P002,Mechanical Keyboard,1,79.99,2026-09-17,STRESS_15_16
S1789645661156_487b06,P001,Wireless Mouse,1,25.99,2026-09-17,STRESS_9_6
S1789645661176_d71ead,P005,USB-C Hub,1,19.99,2026-09-17,STRESS_5_14
S1789645661176_10458f,P002,Mechanical Keyboard,1,79.99,2026-09-17,STRESS_24_2
S1789645661188_bffc89,P004,Ergonomic Chair,1,199.99,2026-09-17,STRESS_15_18
S1789645661201_c1d423,P003,Standing Desk,1,299.5,2026-09-17,STRESS_9_8
S1789645661219_f5e89a,P004,Ergonomic Chair,1,199.99,2026-09-17,STRESS_24_4
S1789645661221_50d20f,P002,Mechanical Keyboard,1,79.99,2026-09-17,STRESS_5_16
S1789645659384_e9689b,P004,Ergonomic Chair,1,199.99,2026-09-17,STRESS_8_0
S1789645661250_9683bf,P001,Wireless Mouse,1,25.99,2026-09-17,STRESS_24_6
S1789645661253_38b4dd,P005,USB-C Hub,1,19.99,2026-09-17,STRESS_9_10
S1789645661264_91f8f8,P004,Ergonomic Chair,1,199.99,2026-09-17,STRESS_5_18
S1789645661279_2bfe7d,P001,Wireless Mouse,1,25.99,2026-09-17,STRESS_8_2
S1789645661297_30b596,P003,Standing Desk,1,299.5,2026-09-17,STRESS_24_8
S1789645661306_2a02c6,P002,Mechanical Keyboard,1,79.99,2026-09-17,STRESS_9_12
S1789645661322_4e0902,P003,Standing Desk,1,299.5,2026-09-17,STRESS_8_4
S1789645661336_7ed3b4,P005,USB-C Hub,1,19.99,2026-09-17,STRESS_24_10
S1789645661337_7d7540,P004,Ergonomic Chair,1,199.99,2026-09-17,STRESS_9_14
S1789645659372_0a0951,P005,USB-C Hub,1,19.99,2026-09-17,STRESS_4_0
S1789645661361_431ee6,P005,USB-C Hub,1,19.99,2026-09-17,STRESS_8_6
S1789645661376_ef3e8b,P002,Mechanical Keyboard,1,79.99,2026-09-17,STRESS_24_12
S1789645661386_1bba55,P001,Wireless Mouse,1,25.99,2026-09-17,STRESS_9_16
S1789645661397_5174dd,P002,Mechanical Keyboard,1,79.99,2026-09-17,STRESS_4_2
S1789645661411_560ec0,P004,Ergonomic Chair,1,199.99,2026-09-17,STRESS_24_14
S1789645661411_1fe701,P002,Mechanical Keyboard,1,79.99,2026-09-17,STRESS_8_8
S1789645661426_ce9c46,P003,Standing Desk,1,299.5,2026-09-17,STRESS_9_18
S1789645661441_26dd01,P004,Ergonomic Chair,1,199.99,2026-09-17,STRESS_4_4
S1789645661452_057786,P001,Wireless Mouse,1,25.99,2026-09-17,STRESS_24_16
S1789645661461_517064,P004,Ergonomic Chair,1,199.99,2026-09-17,STRESS_8_10
S1789645661480_8cd5a1,P001,Wireless Mouse,1,25.99,2026-09-17,STRESS_4_6
S1789645661489_7d25f7,P003,Standing Desk,1,299.5,2026-09-17,STRESS_24_18
S1789645661502_5c69b5,P001,Wireless Mouse,1,25.99,2026-09-17,STRESS_8_12
S1789645661513_1b2fa4,P003,Standing Desk,1,299.5,2026-09-17,STRESS_4_8
S1789645661536_80aea3,P003,Standing Desk,1,299.5,2026-09-17,STRESS_8_14
S1789645661545_2ba94c,P005,USB-C Hub,1,19.99,2026-09-17,STRESS_4_10
S1789645661559_6e149e,P005,USB-C Hub,1,19.99,2026-09-17,STRESS_8_16
S1789645659378_ee9d60,P005,USB-C Hub,1,19.99,2026-09-17,STRESS_19_0
S1789645661578_22f294,P002,Mechanical Keyboard,1,79.99,2026-09-17,STRESS_4_12
S1789645661589_0a2475,P002,Mechanical Keyboard,1,79.99,2026-09-17,STRESS_8_18
S1789645661602_3872bb,P002,Mechanical Keyboard,1,79.99,2026-09-17,STRESS_19_2
S1789645661618_ea0840,P004,Ergonomic Chair,1,199.99,2026-09-17,STRESS_4_14
S1789645661630_df3394,P004,Ergonomic Chair,1,199.99,2026-09-17,STRESS_19_4
S1789645661645_9759a4,P001,Wireless Mouse,1,25.99,2026-09-17,STRESS_4_16
S1789645661655_fa6b18,P001,Wireless Mouse,1,25.99,2026-09-17,STRESS_19_6
S1789645661667_e4e4b3,P003,Standing Desk,1,299.5,2026-09-17,STRESS_4_18
S1789645659380_b362de,P002,Mechanical Keyboard,1,79.99,2026-09-17,STRESS_16_0
S1789645661689_fcd381,P003,Standing Desk,1,299.5,2026-09-17,STRESS_19_8
S1789645661701_e3ab34,P004,Ergonomic Chair,1,199.99,2026-09-17,STRESS_16_2
S1789645661713_9e4685,P005,USB-C Hub,1,19.99,2026-09-17,STRESS_19_10
S1789645661727_35b48d,P001,Wireless Mouse,1,25.99,2026-09-17,STRESS_16_4
S1789645661738_1d10f7,P002,Mechanical Keyboard,1,79.99,2026-09-17,STRESS_19_12
S1789645661751_cb6f20,P003,Standing Desk,1,299.5,2026-09-17,STRESS_16_6
S1789645661769_20f516,P004,Ergonomic Chair,1,199.99,2026-09-17,STRESS_19_14
S1789645659372_335062,P001,Wireless Mouse,1,25.99,2026-09-17,STRESS_20_0
S1789645661794_026280,P001,Wireless Mouse,1,25.99,2026-09-17,STRESS_19_16
S1789645661783_9285b6,P005,USB-C Hub,1,19.99,2026-09-17,STRESS_16_8
S1789645661810_ddf87a,P003,Standing Desk,1,299.5,2026-09-17,STRESS_20_2
S1789645661823_3e5bff,P003,Standing Desk,1,299.5,2026-09-17,STRESS_19_18
S1789645661835_17e9bf,P002,Mechanical Keyboard,1,79.99,2026-09-17,STRESS_16_10
S1789645661847_aaa401,P005,USB-C Hub,1,19.99,2026-09-17,STRESS_20_4
S1789645661872_706618,P004,Ergonomic Chair,1,199.99,2026-09-17,STRESS_16_12
S1789645661879_55a039,P002,Mechanical Keyboard,1,79.99,2026-09-17,STRESS_20_6
S1789645659378_49714e,P005,USB-C Hub,1,19.99,2026-09-17,STRESS_14_0
S1789645661900_a573b2,P001,Wireless Mouse,1,25.99,2026-09-17,STRESS_16_14
S1789645661910_3cf507,P004,Ergonomic Chair,1,199.99,2026-09-17,STRESS_20_8
S1789645661928_b1cc76,P002,Mechanical Keyboard,1,79.99,2026-09-17,STRESS_14_2
S1789645661928_50fa45,P003,Standing Desk,1,299.5,2026-09-17,STRESS_16_16
S1789645661940_dfbeb9,P001,Wireless Mouse,1,25.99,2026-09-17,STRESS_20_10
S1789645661965_628f46,P004,Ergonomic Chair,1,199.99,2026-09-17,STRESS_14_4
S1789645661976_e1709a,P003,Standing Desk,1,299.5,2026-09-17,STRESS_20_12
S1789645661967_d8aa16,P005,USB-C Hub,1,19.99,2026-09-17,STRESS_16_18
S1789645659380_2fa395,P002,Mechanical Keyboard,1,79.99,2026-09-17,STRESS_1_0
S1789645662000_000fe5,P005,USB-C Hub,1,19.99,2026-09-17,STRESS_20_14
S1789645661999_8ef367,P001,Wireless Mouse,1,25.99,2026-09-17,STRESS_14_6
S1789645662030_3aa4a4,P004,Ergonomic Chair,1,199.99,2026-09-17,STRESS_1_2
S1789645662056_02cabf,P002,Mechanical Keyboard,1,79.99,2026-09-17,STRESS_20_16
S1789645662065_610e90,P003,Standing Desk,1,299.5,2026-09-17,STRESS_14_8
S1789645662092_ed139f,P001,Wireless Mouse,1,25.99,2026-09-17,STRESS_1_4
S1789645662094_2a4526,P004,Ergonomic Chair,1,199.99,2026-09-17,STRESS_20_18
S1789645662114_78ff57,P005,USB-C Hub,1,19.99,2026-09-17,STRESS_14_10
S1789645662141_ae68e0,P003,Standing Desk,1,299.5,2026-09-17,STRESS_1_6
S1789645662171_7b0c5c,P002,Mechanical Keyboard,1,79.99,2026-09-17,STRESS_14_12
S1789645662174_c1fbd1,P005,USB-C Hub,1,19.99,2026-09-17,STRESS_1_8
S1789645662206_889d1e,P004,Ergonomic Chair,1,199.99,2026-09-17,STRESS_14_14
S1789645662233_a77430,P002,Mechanical Keyboard,1,79.99,2026-09-17,STRESS_1_10
S1789645662252_562f0b,P001,Wireless Mouse,1,25.99,2026-09-17,STRESS_14_16
S1789645662296_169894,P003,Standing Desk,1,299.5,2026-09-17,STRESS_14_18
S1789645662299_2cb4d2,P004,Ergonomic Chair,1,199.99,2026-09-17,STRESS_1_12
S1789645662347_5331b3,P001,Wireless Mouse,1,25.99,2026-09-17,STRESS_1_14
S1789645662367_688bc2,P003,Standing Desk,1,299.5,2026-09-17,STRESS_1_16
S1789645662385_58916b,P005,USB-C Hub,1,19.99,2026-09-17,STRESS_1_18
S1789645725682_d303e5,P001,Wireless Mouse,2,25.99,2026-09-17,C_TEST
S1789645725780_4e4aee,P002,Mechanical Keyboard,1,79.99,2026-09-17,API_TEST
S1789646361059_62b229,P002,Mechanical Keyboard,1,79.99,2026-09-17,STRESS_6_0
S1789646361058_cd3c02,P002,Mechanical Keyboard,1,79.99,2026-09-17,STRESS_21_0
S1789646361072_a048f7,P002,Mechanical Keyboard,1,79.99,2026-09-17,STRESS_1_0
S1789646361059_386481,P003,Standing Desk,1,299.5,2026-09-17,STRESS_22_0
S1789646361135_6ef937,P004,Ergonomic Chair,1,199.99,2026-09-17,STRESS_21_2
S1789646361071_3f2146,P001,Wireless Mouse,1,25.99,2026-09-17,STRESS_5_0
S1789646361071_85a4f1,P004,Ergonomic Chair,1,199.99,2026-09-17,STRESS_23_0
S1789646361155_bde94b,P005,USB-C Hub,1,19.99,2026-09-17,STRESS_22_2
S1789646361135_8e055c,P004,Ergonomic Chair,1,199.99,2026-09-17,STRESS_6_2
S1789646361185_a73072,P003,Standing Desk,1,299.5,2026-09-17,STRESS_5_2
S1789646361185_e9d1d3,P001,Wireless Mouse,1,25.99,2026-09-17,STRESS_21_4
S1789646361069_97a771,P005,USB-C Hub,1,19.99,2026-09-17,STRESS_9_0
S1789646361154_8e5443,P004,Ergonomic Chair,1,199.99,2026-09-17,STRESS_1_2
S1789646361228_928ae2,P002,Mechanical Keyboard,1,79.99,2026-09-17,STRESS_22_4
S1789646361071_f9adad,P004,Ergonomic Chair,1,199.99,2026-09-17,STRESS_13_0
S1789646361244_f97698,P001,Wireless Mouse,1,25.99,2026-09-17,STRESS_6_4
S1789646361230_aa5e58,P001,Wireless Mouse,1,25.99,2026-09-17,STRESS_23_2
S1789646361072_37246f,P004,Ergonomic Chair,1,199.99,2026-09-17,STRESS_3_0
S1789646361275_53cf9b,P005,USB-C Hub,1,19.99,2026-09-17,STRESS_5_4
S1789646361064_b7ec1f,P003,Standing Desk,1,299.5,2026-09-17,STRESS_7_0
S1789646361076_4e50f9,P001,Wireless Mouse,1,25.99,2026-09-17,STRESS_0_0
S1789646361060_540901,P003,Standing Desk,1,299.5,2026-09-17,STRESS_2_0
S1789646361329_a5aaf2,P002,Mechanical Keyboard,1,79.99,2026-09-17,STRESS_9_2
S1789646361071_0af675,P001,Wireless Mouse,1,25.99,2026-09-17,STRESS_20_0
S1789646361327_083e6a,P003,Standing Desk,1,299.5,2026-09-17,STRESS_21_6
S1789646361061_6f29a8,P003,Standing Desk,1,299.5,2026-09-17,STRESS_17_0
S1789646361072_726195,P002,Mechanical Keyboard,1,79.99,2026-09-17,STRESS_16_0
S1789646361406_d58214,P001,Wireless Mouse,1,25.99,2026-09-17,STRESS_13_2
S1789646361423_ef6b6e,P001,Wireless Mouse,1,25.99,2026-09-17,STRESS_1_4
S1789646361388_fdb2df,P003,Standing Desk,1,299.5,2026-09-17,STRESS_23_4
S1789646361438_fa014d,P005,USB-C Hub,1,19.99,2026-09-17,STRESS_7_2
S1789646361438_23fe1d,P004,Ergonomic Chair,1,199.99,2026-09-17,STRESS_22_6
S1789646361454_ce2b2e,P003,Standing Desk,1,299.5,2026-09-17,STRESS_6_6
S1789646361455_4f6171,P003,Standing Desk,1,299.5,2026-09-17,STRESS_0_2
S1789646361437_980958,P001,Wireless Mouse,1,25.99,2026-09-17,STRESS_3_2
S1789646361070_c30133,P005,USB-C Hub,1,19.99,2026-09-17,STRESS_24_0
S1789646361484_93743e,P002,Mechanical Keyboard,1,79.99,2026-09-17,STRESS_5_6
S1789646361072_4554d0,P005,USB-C Hub,1,19.99,2026-09-17,STRESS_19_0
S1789646361553_00d5a8,P003,Standing Desk,1,299.5,2026-09-17,STRESS_20_2
S1789646361556_e234c9,P004,Ergonomic Chair,1,199.99,2026-09-17,STRESS_9_4
S1789646361580_a44218,P005,USB-C Hub,1,19.99,2026-09-17,STRESS_21_8
S1789646361072_9354ac,P002,Mechanical Keyboard,1,79.99,2026-09-17,STRESS_11_0
S1789646361604_f32a3a,P005,USB-C Hub,1,19.99,2026-09-17,STRESS_2_2
S1789646361072_537327,P005,USB-C Hub,1,19.99,2026-09-17,STRESS_14_0
S1789646361663_0f5e83,P004,Ergonomic Chair,1,199.99,2026-09-17,STRESS_16_2
S1789646361681_cbd560,P005,USB-C Hub,1,19.99,2026-09-17,STRESS_23_6
S1789646361697_2ffe1c,P002,Mechanical Keyboard,1,79.99,2026-09-17,STRESS_7_4
S1789646361068_d86b19,P001,Wireless Mouse,1,25.99,2026-09-17,STRESS_15_0
S1789646361723_738094,P003,Standing Desk,1,299.5,2026-09-17,STRESS_1_6
S1789646361728_233030,P005,USB-C Hub,1,19.99,2026-09-17,STRESS_0_4
S1789646361685_9b851c,P005,USB-C Hub,1,19.99,2026-09-17,STRESS_17_2
S1789646361736_0e5022,P003,Standing Desk,1,299.5,2026-09-17,STRESS_13_4
S1789646361765_fe1280,P003,Standing Desk,1,299.5,2026-09-17,STRESS_3_4
S1789646361770_f482a5,P002,Mechanical Keyboard,1,79.99,2026-09-17,STRESS_24_2
S1789646361770_bb3258,P001,Wireless Mouse,1,25.99,2026-09-17,STRESS_22_8
S1789646361769_6ee66c,P005,USB-C Hub,1,19.99,2026-09-17,STRESS_6_8
S1789646361818_d70051,P004,Ergonomic Chair,1,199.99,2026-09-17,STRESS_5_8
S1789646361072_f1f1f9,P001,Wireless Mouse,1,25.99,2026-09-17,STRESS_10_0
S1789646361853_039f3f,P002,Mechanical Keyboard,1,79.99,2026-09-17,STRESS_19_2
S1789646361891_3c059f,P004,Ergonomic Chair,1,199.99,2026-09-17,STRESS_11_2
S1789646361070_2c2df9,P004,Ergonomic Chair,1,199.99,2026-09-17,STRESS_8_0
S1789646361935_4d4038,P002,Mechanical Keyboard,1,79.99,2026-09-17,STRESS_2_4
S1789646361956_9e7e84,P005,USB-C Hub,1,19.99,2026-09-17,STRESS_20_4
S1789646361973_efd6e8,P002,Mechanical Keyboard,1,79.99,2026-09-17,STRESS_21_10
S1789646361973_a8c320,P002,Mechanical Keyboard,1,79.99,2026-09-17,STRESS_14_2
S1789646361958_846427,P001,Wireless Mouse,1,25.99,2026-09-17,STRESS_9_6
S1789646361067_cb481b,P004,Ergonomic Chair,1,199.99,2026-09-17,STRESS_18_0
S1789646362056_30b0a0,P004,Ergonomic Chair,1,199.99,2026-09-17,STRESS_7_6
S1789646362064_0ce7b5,P005,USB-C Hub,1,19.99,2026-09-17,STRESS_1_8
S1789646362098_d3b937,P005,USB-C Hub,1,19.99,2026-09-17,STRESS_13_6
S1789646362098_a9eccc,P001,Wireless Mouse,1,25.99,2026-09-17,STRESS_16_4
S1789646362114_0235bd,P001,Wireless Mouse,1,25.99,2026-09-17,STRESS_5_10
S1789646362099_13e2b8,P002,Mechanical Keyboard,1,79.99,2026-09-17,STRESS_23_8
S1789646362134_aa5892,P005,USB-C Hub,1,19.99,2026-09-17,STRESS_3_6
S1789646362114_a31a5e,P003,Standing Desk,1,299.5,2026-09-17,STRESS_22_10
S1789646362170_2b2713,P002,Mechanical Keyboard,1,79.99,2026-09-17,STRESS_17_4
S1789646362172_51d71e,P004,Ergonomic Chair,1,199.99,2026-09-17,STRESS_24_4
S1789646362215_0981cd,P002,Mechanical Keyboard,1,79.99,2026-09-17,STRESS_6_10
S1789646362189_284bbe,P002,Mechanical Keyboard,1,79.99,2026-09-17,STRESS_0_6
S1789646362215_4c08a9,P003,Standing Desk,1,299.5,2026-09-17,STRESS_15_2
S1789646362299_abd44a,P003,Standing Desk,1,299.5,2026-09-17,STRESS_10_2
S1789646362347_a7532a,P001,Wireless Mouse,1,25.99,2026-09-17,STRESS_11_4
S1789646362350_3ebd44,P004,Ergonomic Chair,1,199.99,2026-09-17,STRESS_14_4
S1789646362347_a92cb9,P004,Ergonomic Chair,1,199.99,2026-09-17,STRESS_2_6
S1789646362371_eaf753,P004,Ergonomic Chair,1,199.99,2026-09-17,STRESS_19_4
S1789646362405_96b205,P003,Standing Desk,1,299.5,2026-09-17,STRESS_9_8
S1789646362409_152541,P004,Ergonomic Chair,1,199.99,2026-09-17,STRESS_21_12
S1789646362428_4f7fa8,P001,Wireless Mouse,1,25.99,2026-09-17,STRESS_18_2
S1789646362459_afa3fd,P001,Wireless Mouse,1,25.99,2026-09-17,STRESS_8_2
S1789646361067_abf167,P005,USB-C Hub,1,19.99,2026-09-17,STRESS_4_0
S1789646362491_dcfe05,P002,Mechanical Keyboard,1,79.99,2026-09-17,STRESS_20_6
S1789646362494_4eb6ec,P002,Mechanical Keyboard,1,79.99,2026-09-17,STRESS_1_10
S1789646362533_7f2e6f,P002,Mechanical Keyboard,1,79.99,2026-09-17,STRESS_13_8
S1789646362553_b88698,P003,Standing Desk,1,299.5,2026-09-17,STRESS_5_12
S1789646362553_e6da0c,P003,Standing Desk,1,299.5,2026-09-17,STRESS_16_6
S1789646361061_33fda5,P003,Standing Desk,1,299.5,2026-09-17,STRESS_12_0
S1789646362594_90b81a,P004,Ergonomic Chair,1,199.99,2026-09-17,STRESS_17_6
S1789646362599_8fcfc3,P002,Mechanical Keyboard,1,79.99,2026-09-17,STRESS_3_8
S1789646362631_06f8ee,P001,Wireless Mouse,1,25.99,2026-09-17,STRESS_14_6
S1789646362635_8e4d5d,P004,Ergonomic Chair,1,199.99,2026-09-17,STRESS_23_10
S1789646362648_7eba39,P004,Ergonomic Chair,1,199.99,2026-09-17,STRESS_6_12
S1789646362659_fc7dc4,P005,USB-C Hub,1,19.99,2026-09-17,STRESS_22_12
S1789646362693_39507f,P001,Wireless Mouse,1,25.99,2026-09-17,STRESS_7_8
S1789646362735_4e1f24,P001,Wireless Mouse,1,25.99,2026-09-17,STRESS_24_6
S1789646362753_655c77,P005,USB-C Hub,1,19.99,2026-09-17,STRESS_10_4
S1789646362774_65f21f,P004,Ergonomic Chair,1,199.99,2026-09-17,STRESS_0_8
S1789646362814_fe7b6b,P005,USB-C Hub,1,19.99,2026-09-17,STRESS_15_4
S1789646362815_bc04e2,P005,USB-C Hub,1,19.99,2026-09-17,STRESS_9_10
S1789646362858_fca3e4,P001,Wireless Mouse,1,25.99,2026-09-17,STRESS_2_8
S1789646362858_7f1772,P001,Wireless Mouse,1,25.99,2026-09-17,STRESS_21_14
S1789646362895_a96fb8,P003,Standing Desk,1,299.5,2026-09-17,STRESS_18_4
S1789646362896_416949,P001,Wireless Mouse,1,25.99,2026-09-17,STRESS_19_6
S1789646362960_757661,P004,Ergonomic Chair,1,199.99,2026-09-17,STRESS_1_12
S1789646362964_2f1170,P004,Ergonomic Chair,1,199.99,2026-09-17,STRESS_13_10
S1789646362970_3d83d4,P003,Standing Desk,1,299.5,2026-09-17,STRESS_11_6
S1789646362998_d471af,P003,Standing Desk,1,299.5,2026-09-17,STRESS_8_4
S1789646363044_b0095a,P005,USB-C Hub,1,19.99,2026-09-17,STRESS_5_14
S1789646363065_9c2c2f,P002,Mechanical Keyboard,1,79.99,2026-09-17,STRESS_4_2
S1789646363108_6689f5,P002,Mechanical Keyboard,1,79.99,2026-09-17,STRESS_22_14
S1789646363109_8b6dc8,P001,Wireless Mouse,1,25.99,2026-09-17,STRESS_17_8
S1789646363131_6f7d5d,P003,Standing Desk,1,299.5,2026-09-17,STRESS_14_8
S1789646363128_91ed81,P004,Ergonomic Chair,1,199.99,2026-09-17,STRESS_20_8
S1789646363191_8fbedd,P005,USB-C Hub,1,19.99,2026-09-17,STRESS_16_8
S1789646363194_425349,P001,Wireless Mouse,1,25.99,2026-09-17,STRESS_6_14
S1789646363232_9a1192,P004,Ergonomic Chair,1,199.99,2026-09-17,STRESS_3_10
S1789646363244_1c270c,P005,USB-C Hub,1,19.99,2026-09-17,STRESS_12_2
S1789646363275_af3292,P002,Mechanical Keyboard,1,79.99,2026-09-17,STRESS_10_6
S1789646363279_c16f68,P003,Standing Desk,1,299.5,2026-09-17,STRESS_24_8
S1789646363315_349c19,P002,Mechanical Keyboard,1,79.99,2026-09-17,STRESS_9_12
S1789646363335_70e8c4,P003,Standing Desk,1,299.5,2026-09-17,STRESS_21_16
S1789646363339_d47549,P005,USB-C Hub,1,19.99,2026-09-17,STRESS_18_6
S1789646363339_c2d172,P001,Wireless Mouse,1,25.99,2026-09-17,STRESS_23_12
S1789646363382_247c9c,P003,Standing Desk,1,299.5,2026-09-17,STRESS_2_10
S1789646363384_b2a2ba,P003,Standing Desk,1,299.5,2026-09-17,STRESS_7_10
S1789646363432_7e5565,P001,Wireless Mouse,1,25.99,2026-09-17,STRESS_1_14
S1789646363434_bf985b,P002,Mechanical Keyboard,1,79.99,2026-09-17,STRESS_15_6
S1789646363435_6a0ef1,P001,Wireless Mouse,1,25.99,2026-09-17,STRESS_0_10
S1789646363465_461956,P001,Wireless Mouse,1,25.99,2026-09-17,STRESS_13_12
S1789646363510_8709bd,P005,USB-C Hub,1,19.99,2026-09-17,STRESS_11_8
S1789646363543_122a1d,P002,Mechanical Keyboard,1,79.99,2026-09-17,STRESS_5_16
S1789646363547_405aef,P003,Standing Desk,1,299.5,2026-09-17,STRESS_19_8
S1789646363556_6812bf,P004,Ergonomic Chair,1,199.99,2026-09-17,STRESS_22_16
S1789646363608_58cd65,P003,Standing Desk,1,299.5,2026-09-17,STRESS_17_10
S1789646363650_b1013f,P005,USB-C Hub,1,19.99,2026-09-17,STRESS_8_6
S1789646363681_da66e3,P003,Standing Desk,1,299.5,2026-09-17,STRESS_6_16
S1789646363719_378003,P001,Wireless Mouse,1,25.99,2026-09-17,STRESS_20_10
S1789646363758_b28a7a,P005,USB-C Hub,1,19.99,2026-09-17,STRESS_14_10
S1789646363765_74fa17,P004,Ergonomic Chair,1,199.99,2026-09-17,STRESS_10_8
S1789646363764_10ef50,P005,USB-C Hub,1,19.99,2026-09-17,STRESS_24_10
S1789646363767_d89e71,P004,Ergonomic Chair,1,199.99,2026-09-17,STRESS_4_4
S1789646363812_dcee73,P005,USB-C Hub,1,19.99,2026-09-17,STRESS_21_18
S1789646363865_4b6c19,P004,Ergonomic Chair,1,199.99,2026-09-17,STRESS_9_14
S1789646363877_d03968,P001,Wireless Mouse,1,25.99,2026-09-17,STRESS_3_12
S1789646363892_3b74bc,P002,Mechanical Keyboard,1,79.99,2026-09-17,STRESS_16_10
S1789646363910_f8951f,P002,Mechanical Keyboard,1,79.99,2026-09-17,STRESS_18_8
S1789646363931_f264fa,P005,USB-C Hub,1,19.99,2026-09-17,STRESS_2_12
S1789646363936_d71b32,P002,Mechanical Keyboard,1,79.99,2026-09-17,STRESS_12_4
S1789646364022_619ae4,P005,USB-C Hub,1,19.99,2026-09-17,STRESS_6_18
S1789646364048_1fab23,P003,Standing Desk,1,299.5,2026-09-17,STRESS_1_16
S1789646364075_8e0dea,P001,Wireless Mouse,1,25.99,2026-09-17,STRESS_22_18
S1789646364078_65a610,P003,Standing Desk,1,299.5,2026-09-17,STRESS_13_14
S1789646364117_cda402,P005,USB-C Hub,1,19.99,2026-09-17,STRESS_7_12
S1789646364119_7e4d12,P003,Standing Desk,1,299.5,2026-09-17,STRESS_23_14
S1789646364148_8e47f5,P005,USB-C Hub,1,19.99,2026-09-17,STRESS_17_12
S1789646364176_315267,P003,Standing Desk,1,299.5,2026-09-17,STRESS_0_12
S1789646364178_1072db,P004,Ergonomic Chair,1,199.99,2026-09-17,STRESS_5_18
S1789646364214_1e6b24,P004,Ergonomic Chair,1,199.99,2026-09-17,STRESS_15_8
S1789646364241_0b50c8,P002,Mechanical Keyboard,1,79.99,2026-09-17,STRESS_11_10
S1789646364246_723720,P001,Wireless Mouse,1,25.99,2026-09-17,STRESS_10_10
S1789646364283_f89da1,P005,USB-C Hub,1,19.99,2026-09-17,STRESS_19_10
S1789646364304_c44511,P002,Mechanical Keyboard,1,79.99,2026-09-17,STRESS_14_12
S1789646364307_9f33c5,P002,Mechanical Keyboard,1,79.99,2026-09-17,STRESS_8_8
S1789646364352_6a4684,P003,Standing Desk,1,299.5,2026-09-17,STRESS_20_12
S1789646364409_34497c,P001,Wireless Mouse,1,25.99,2026-09-17,STRESS_4_6
S1789646364413_5fd41d,P001,Wireless Mouse,1,25.99,2026-09-17,STRESS_9_16
S1789646364468_f5da3b,P004,Ergonomic Chair,1,199.99,2026-09-17,STRESS_18_10
S1789646364491_bbc741,P002,Mechanical Keyboard,1,79.99,2026-09-17,STRESS_24_12
S1789646364521_7315d0,P004,Ergonomic Chair,1,199.99,2026-09-17,STRESS_16_12
S1789646364551_4624de,P005,USB-C Hub,1,19.99,2026-09-17,STRESS_13_16
S1789646364551_65f40c,P003,Standing Desk,1,299.5,2026-09-17,STRESS_3_14
S1789646364573_8bbb53,P002,Mechanical Keyboard,1,79.99,2026-09-17,STRESS_2_14
S1789646364555_bec655,P005,USB-C Hub,1,19.99,2026-09-17,STRESS_1_18
S1789646364664_f62464,P004,Ergonomic Chair,1,199.99,2026-09-17,STRESS_12_6
S1789646364666_08c623,P002,Mechanical Keyboard,1,79.99,2026-09-17,STRESS_7_14
S1789646364667_777d19,P002,Mechanical Keyboard,1,79.99,2026-09-17,STRESS_17_14
S1789646364731_b4ec4d,P003,Standing Desk,1,299.5,2026-09-17,STRESS_10_12
S1789646364792_3ca75a,P004,Ergonomic Chair,1,199.99,2026-09-17,STRESS_14_14
S1789646364792_f7e025,P005,USB-C Hub,1,19.99,2026-09-17,STRESS_23_16
S1789646364812_85b135,P001,Wireless Mouse,1,25.99,2026-09-17,STRESS_15_10
S1789646364845_c4efd4,P003,Standing Desk,1,299.5,2026-09-17,STRESS_4_8
S1789646364875_3819a7,P003,Standing Desk,1,299.5,2026-09-17,STRESS_9_18
S1789646364880_2621b9,P005,USB-C Hub,1,19.99,2026-09-17,STRESS_0_14
S1789646364898_216d1a,P002,Mechanical Keyboard,1,79.99,2026-09-17,STRESS_19_12
S1789646364878_a845c0,P001,Wireless Mouse,1,25.99,2026-09-17,STRESS_18_12
S1789646364930_bbfcec,P004,Ergonomic Chair,1,199.99,2026-09-17,STRESS_2_16
S1789646364971_3046c6,P002,Mechanical Keyboard,1,79.99,2026-09-17,STRESS_13_18
S1789646364972_5b5297,P004,Ergonomic Chair,1,199.99,2026-09-17,STRESS_11_12
S1789646364972_3476de,P004,Ergonomic Chair,1,199.99,2026-09-17,STRESS_8_10
S1789646365013_1254b8,P005,USB-C Hub,1,19.99,2026-09-17,STRESS_20_14
S1789646365041_c0ac96,P001,Wireless Mouse,1,25.99,2026-09-17,STRESS_16_14
S1789646365042_980f1d,P004,Ergonomic Chair,1,199.99,2026-09-17,STRESS_17_16
S1789646365077_15ce9d,P004,Ergonomic Chair,1,199.99,2026-09-17,STRESS_24_14
S1789646365105_a78fbb,P005,USB-C Hub,1,19.99,2026-09-17,STRESS_10_14
S1789646365142_9cefc7,P001,Wireless Mouse,1,25.99,2026-09-17,STRESS_12_8
S1789646365169_ae3c71,P005,USB-C Hub,1,19.99,2026-09-17,STRESS_3_16
S1789646365172_528ff7,P001,Wireless Mouse,1,25.99,2026-09-17,STRESS_14_16
S1789646365247_2d77b2,P003,Standing Desk,1,299.5,2026-09-17,STRESS_18_14
S1789646365266_23d3be,P001,Wireless Mouse,1,25.99,2026-09-17,STRESS_2_18
